simp_word,trad_word,freq,pinyin
王彰,王彰,18,wang zhang
吕公,呂公,18,lv gong
文聘,文聘,18,wen pin
广末凉子,廣末涼子,18,guang mo liang zi
隆文,隆文,18,long wen
毛润之,毛潤之,18,mao run zhi
解小东,解小東,18,jie xiao dong
吴霖,吳霖,18,wu lin
王溥,王溥,18,wang pu
杨思敏,楊思敏,18,yang si min
西辽,西遼,18,xi liao
祁顺,祁順,18,qi shun
王晓倩,王曉倩,18,wang xiao qian
中居正广,中居正廣,18,zhong ju zheng guang
孙休,孫休,18,sun xiu
姚祥,姚祥,18,yao xiang
冉闵,冉閔,18,ran min
莫应丰,莫應豐,18,mo ying feng
武云,武雲,18,wu yun
范景文,範景文,18,fan jing wen
姜培琳,姜培琳,18,jiang pei lin
酒圣,酒聖,18,jiu sheng
邓蕾,鄧蕾,18,deng lei
张培爵,張培爵,18,zhang pei jue
司马绍,司馬紹,18,si ma shao
韩巍,韓巍,18,han wei
方先觉,方先覺,18,fang xian jue
刘节,劉節,18,liu jie
方捷,方捷,18,fang jie
黎磊石,黎磊石,18,li lei shi
沈铨,沈銓,18,shen quan
孔从洲,孔從洲,18,kong cong zhou
安土,安土,18,an tu
姜汉忠,姜漢忠,18,jiang han zhong
徐陵,徐陵,18,xu ling
观月雏乃,觀月雛乃,18,guan yue chu nai
赵文哲,趙文哲,18,zhao wen zhe
唐敬宗,唐敬宗,18,tang jing zong
汪康年,汪康年,18,wang kang nian
王青芳,王青芳,18,wang qing fang
完颜阿骨打,完顏阿骨打,18,wan yan a gu da
范绍增,範紹增,18,fan shao zeng
金准,金準,18,jin zhun
佐久间,佐久間,18,zuo jiu jian
毕熙东,畢熙東,18,bi xi dong
金昆,金昆,18,jin kun
王岱,王岱,18,wang dai
子高,子高,18,zi gao
萧绎,蕭繹,18,xiao yi
光宗,光宗,18,guang zong
范布伦,範布倫,18,fan bu lun
汪龙,汪龍,18,wang long
沈进,沈進,18,shen jin
王华生,王華生,18,wang hua sheng
萧正楠,蕭正楠,18,xiao zheng nan
熊绎,熊繹,18,xiong yi
项县,項縣,18,xiang xian
赵敬,趙敬,18,zhao jing
关咏荷,關詠荷,18,guan yong he
马信,馬信,18,ma xin
文泰来,文泰來,18,wen tai lai
邓廷桢,鄧廷楨,17,deng ting zhen
岳武穆,嶽武穆,17,yue wu mu
石扬,石揚,17,shi yang
真田,真田,17,zhen tian
刁德一,刁德一,17,diao de yi
郑晋,鄭晉,17,zheng jin
叶名琛,葉名琛,17,ye ming chen
僰道,僰道,17,bo dao
孙峻,孫峻,17,sun jun
庄山,莊山,17,zhuang shan
许均,許均,17,xu jun
甘国栋,甘國棟,17,gan guo dong
贺衷寒,賀衷寒,17,he zhong han
秦献公,秦獻公,17,qin xian gong
沈建宏,沈建宏,17,shen jian hong
宫下,宮下,17,gong xia
通文,通文,17,tong wen
颜良,顏良,17,yan liang
安钧璨,安鈞璨,17,an jun can
斯泰潘内克,斯泰潘內克,17,si tai pan nei ke
祢衡,禰衡,17,mi heng
李俊基,李俊基,17,li jun ji
杨任,楊任,17,yang ren
冯异,馮異,17,feng yi
邵亦波,邵亦波,17,shao yi bo
冯大刚,馮大剛,17,feng da gang
袁承志,袁承志,17,yuan cheng zhi
蔡婧,蔡婧,17,cai jing
王中阳,王中陽,17,wang zhong yang
孙星衍,孫星衍,17,sun xing yan
建义,建義,17,jian yi
鲁襄公,魯襄公,17,lu xiang gong
谢国桢,謝國楨,17,xie guo zhen
王怡仁,王怡仁,17,wang yi ren
张井,張井,17,zhang jing
高平子,高平子,17,gao ping zi
翁红,翁紅,17,weng hong
雷诺德,雷諾德,17,lei nuo de
嬴稷,嬴稷,17,ying ji
华恩,華恩,17,hua en
大欣,大欣,17,da xin
方扬,方揚,17,fang yang
土佐,土佐,17,tu zuo
徐勋,徐勳,17,xu xun
松隆子,松隆子,17,song long zi
胡冲,胡衝,17,hu chong
张文瑞,張文瑞,17,zhang wen rui
杨瑞云,楊瑞雲,17,yang rui yun
方靖,方靖,17,fang jing
圣通,聖通,17,sheng tong
戴维逊,戴維遜,17,dai wei xun
齐妃,齊妃,17,qi fei
陈登科,陳登科,17,chen deng ke
师洋,師洋,17,shi yang
朱家宝,朱家寶,17,zhu jia bao
麦卡勒斯,麥卡勒斯,17,mai ka lei si
吴恺,吳愷,17,wu kai
梁玉珍,梁玉珍,17,liang yu zhen
夸美纽斯,誇美紐斯,17,kua mei niu si
王国敏,王國敏,17,wang guo min
张肃,張肅,17,zhang su
唐穆宗,唐穆宗,17,tang mu zong
李希特,李希特,17,li xi te
刘兆辉,劉兆輝,17,liu zhao hui
遂城,遂城,17,sui cheng
逢泽,逢澤,17,feng ze
姬发,姬發,17,ji fa
李弥,李彌,17,li mi
蔡瑁,蔡瑁,17,cai mao
太甲,太甲,17,tai jia
程普,程普,17,cheng pu
朱玮杰,朱瑋傑,17,zhu wei jie
凌濛初,凌濛初,17,ling meng chu
曹髦,曹髦,17,cao mao
靳鑫,靳鑫,17,jin xin
屠隆,屠隆,17,tu long
池珍熙,池珍熙,17,chi zhen xi
卢琦,盧琦,17,lu qi
吴若权,吳若權,17,wu ruo quan
鲍照,鮑照,17,bao zhao
金太祖,金太祖,17,jin tai zu
陆宣,陸宣,17,lu xuan
徐晃,徐晃,17,xu huang
邱蔚六,邱蔚六,17,qiu wei liu
欧阳钦,歐陽欽,17,ou yang qin
日御,日御,17,ri yu
林建宏,林建宏,17,lin jian hong
单之蔷,單之薔,17,dan zhi qiang
曹恒,曹恆,17,cao heng
李世芳,李世芳,17,li shi fang
仲子,仲子,17,zhong zi
曹霖,曹霖,17,cao lin
韩综,韓綜,17,han zong
李德旺,李德旺,17,li de wang
陶汉明,陶漢明,17,tao han ming
周鹤洋,周鶴洋,17,zhou he yang
张道真,張道真,17,zhang dao zhen
罗佐夫,羅佐夫,17,luo zuo fu
塞弗,塞弗,17,sai fu
李生光,李生光,17,li sheng guang
翁俊明,翁俊明,17,weng jun ming
鲁昭公,魯昭公,17,lu zhao gong
艾昕,艾昕,17,ai xin
陈申,陳申,17,chen shen
江腾一,江騰一,17,jiang teng yi
安汉,安漢,17,an han
胡国栋,胡國棟,17,hu guo dong
华歆,華歆,17,hua xin
赵奢,趙奢,17,zhao she
陈化成,陳化成,17,chen hua cheng
灵壁,靈壁,17,ling bi
许攸,許攸,17,xu you
豫章郡,豫章郡,17,yu zhang jun
南海道,南海道,17,nan hai dao
虞洋,虞洋,17,yu yang
弗兰奇,弗蘭奇,17,fu lan qi
王士雯,王士雯,17,wang shi wen
宇多田光,宇多田光,17,yu duo tian guang
陈以诚,陳以誠,17,chen yi cheng
王又曾,王又曾,17,wang you ceng
祝义才,祝義才,17,zhu yi cai
钭江明,鈄江明,17,tou jiang ming
高宝宝,高寶寶,16,gao bao bao
李元昊,李元昊,16,li yuan hao
王继贤,王繼賢,16,wang ji xian
尤利塞斯,尤利塞斯,16,you li sai si
达赫迪,達赫迪,16,da he di
胡根天,胡根天,16,hu gen tian
田中理惠,田中理惠,16,tian zhong li hui
于彤,於彤,16,yu tong
马玉仁,馬玉仁,16,ma yu ren
斯托伊奇科夫,斯托伊奇科夫,16,si tuo yi qi ke fu
谢雄,謝雄,16,xie xiong
黄佐,黃佐,16,huang zuo
石小群,石小羣,16,shi xiao qun
陈衡恪,陳衡恪,16,chen heng ke
严健,嚴健,16,yan jian
深田恭子,深田恭子,16,shen tian gong zi
李玉琳,李玉琳,16,li yu lin
郑介民,鄭介民,16,zheng jie min
孝明帝,孝明帝,16,xiao ming di
韩猛,韓猛,16,han meng
画圣,畫聖,16,hua sheng
曹曾,曹曾,16,cao ceng
真田广之,真田廣之,16,zhen tian guang zhi
黄伊汶,黃伊汶,16,huang yi wen
高珊珊,高珊珊,16,gao shan shan
马殷,馬殷,16,ma yin
徐盛,徐盛,16,xu sheng
张巡,張巡,16,zhang xun
魏君子,魏君子,16,wei jun zi
王同辉,王同輝,16,wang tong hui
桓谭,桓譚,16,huan tan
诸葛瑾,諸葛瑾,16,zhu ge jin
邢侗,邢侗,16,xing dong
李学庆,李學慶,16,li xue qing
春申君,春申君,16,chun shen jun
徐以升,徐以升,16,xu yi sheng
吕尚,呂尚,16,lv shang
赵广,趙廣,16,zhao guang
范健,範健,16,fan jian
黄士陵,黃士陵,16,huang shi ling
朱载堉,朱載堉,16,zhu zai yu
项梁,項梁,16,xiang liang
岑仲勉,岑仲勉,16,cen zhong mian
阿拉塔,阿拉塔,16,a la ta
藤泽秀行,藤澤秀行,16,teng ze xiu xing
朱永康,朱永康,16,zhu yong kang
胡一刀,胡一刀,16,hu yi dao
明升,明升,16,ming sheng
庞卫国,龐衛國,16,pang wei guo
陶复初,陶復初,16,tao fu chu
蒋能,蔣能,16,jiang neng
阿初,阿初,16,a chu
曹奂,曹奐,16,cao huan
杨增新,楊增新,16,yang zeng xin
罗胤,羅胤,16,luo yin
星瀚,星瀚,16,xing han
张寒晖,張寒暉,16,zhang han hui
龚晓跃,龔曉躍,16,gong xiao yue
文震亨,文震亨,16,wen zhen heng
罗点,羅點,16,luo dian
江蓉,江蓉,16,jiang rong
王丙,王丙,16,wang bing
盛远,盛遠,16,sheng yuan
吴伟业,吳偉業,16,wu wei ye
佐佐木希,佐佐木希,16,zuo zuo mu xi
单宇,單宇,16,dan yu
周克芹,周克芹,16,zhou ke qin
郭永,郭永,16,guo yong
黄熙,黃熙,16,huang xi
叶适,葉適,16,ye shi
沈英,沈英,16,shen ying
罗小卫,羅小衛,16,luo xiao wei
韩瑛,韓瑛,16,han ying
曹国舅,曹國舅,16,cao guo jiu
余青,餘青,16,yu qing
郑鸿,鄭鴻,16,zheng hong
白寿,白壽,16,bai shou
秦伯未,秦伯未,16,qin bo wei
文钦,文欽,16,wen qin
柯怡,柯怡,16,ke yi
惠妃,惠妃,16,hui fei
杨重远,楊重遠,16,yang zhong yuan
范成,範成,16,fan cheng
步非烟,步非煙,16,bu fei yan
孙诒让,孫詒讓,16,sun yi rang
廷玉,廷玉,16,ting yu
姚能,姚能,16,yao neng
徐百卉,徐百卉,16,xu bai hui
李俊民,李俊民,16,li jun min
常伦,常倫,16,chang lun
拖雷,拖雷,16,tuo lei
姬旦,姬旦,16,ji dan
灌婴,灌嬰,16,guan ying
杨兆麟,楊兆麟,16,yang zhao lin
王谋,王謀,16,wang mou
熊佛西,熊佛西,16,xiong fu xi
陆德明,陸德明,16,lu de ming
岛崎遥香,島崎遙香,16,dao qi yao xiang
仲山,仲山,16,zhong shan
成昌,成昌,16,cheng chang
小室哲哉,小室哲哉,16,xiao shi zhe zai
叶钧,葉鈞,16,ye jun
武陵郡,武陵郡,16,wu ling jun
昴星,昴星,16,mao xing
晋灵公,晉靈公,16,jin ling gong
叶桂,葉桂,16,ye gui
陈克非,陳克非,16,chen ke fei
辽圣宗,遼聖宗,16,liao sheng zong
张德荣,張德榮,16,zhang de rong
韩琪,韓琪,16,han qi
泰始,泰始,16,tai shi
黄远生,黃遠生,16,huang yuan sheng
高渐离,高漸離,16,gao jian li
高国栋,高國棟,16,gao guo dong
冯景兰,馮景蘭,16,feng jing lan
令居,令居,16,ling ju
尾生,尾生,16,wei sheng
楚武王,楚武王,16,chu wu wang
平原郡,平原郡,16,ping yuan jun
文彭,文彭,16,wen peng
黄世忠,黃世忠,16,huang shi zhong
吴娈,吳孌,16,wu luan
咸丰帝,咸豐帝,16,xian feng di
白云鹏,白雲鵬,16,bai yun peng
巴雷西,巴雷西,16,ba lei xi
屈轶,屈軼,15,qu yi
袁宗道,袁宗道,15,yuan zong dao
赵岑,趙岑,15,zhao cen
李妍瑾,李妍瑾,15,li yan jin
孙明瑾,孫明瑾,15,sun ming jin
简大狮,簡大獅,15,jian da shi
李暄,李暄,15,li xuan
刘品言,劉品言,15,liu pin yan
吴应熊,吳應熊,15,wu ying xiong
恽逸群,惲逸羣,15,yun yi qun
史思明,史思明,15,shi si ming
堀北真希,堀北真希,15,ku bei zhen xi
聂政,聶政,15,nie zheng
郑培,鄭培,15,zheng pei
洪如,洪如,15,hong ru
黄济,黃濟,15,huang ji
刘武周,劉武周,15,liu wu zhou
佟韦,佟韋,15,tong wei
风间,風間,15,feng jian
阳翟,陽翟,15,yang di
虞允文,虞允文,15,yu yun wen
巴尔达诺,巴爾達諾,15,ba er da nuo
倪田,倪田,15,ni tian
郑多彬,鄭多彬,15,zheng duo bin
庞人铨,龐人銓,15,pang ren quan
嵇文甫,嵇文甫,15,ji wen fu
文仪,文儀,15,wen yi
王玉璋,王玉璋,15,wang yu zhang
赵安平,趙安平,15,zhao an ping
薛瑄,薛瑄,15,xue xuan
美优,美優,15,mei you
陈贞,陳貞,15,chen zhen
黄福林,黃福林,15,huang fu lin
嵇含,嵇含,15,ji han
冯沅君,馮沅君,15,feng yuan jun
元宏,元宏,15,yuan hong
张丙,張丙,15,zhang bing
袁中道,袁中道,15,yuan zhong dao
金国栋,金國棟,15,jin guo dong
张文泉,張文泉,15,zhang wen quan
卢同,盧同,15,lu tong
瞿俊,瞿俊,15,qu jun
高其佩,高其佩,15,gao qi pei
王少磊,王少磊,15,wang shao lei
迈斯纳,邁斯納,15,mai si na
蒋恺,蔣愷,15,jiang kai
顾闻,顧聞,15,gu wen
易简,易簡,15,yi jian
陈国东,陳國東,15,chen guo dong
淳于意,淳于意,15,chun yu yi
崔琰,崔琰,15,cui yan
陈威翰,陳威翰,15,chen wei han
孙庚,孫庚,15,sun geng
彭蠡,彭蠡,15,peng li
元文宗,元文宗,15,yuan wen zong
刘长佑,劉長佑,15,liu zhang you
成兆才,成兆才,15,cheng zhao cai
阿德米尔,阿德米爾,15,a de mi er
迈耶尔,邁耶爾,15,mai ye er
朱泳腾,朱泳騰,15,zhu yong teng
王左,王左,15,wang zuo
六卿,六卿,15,liu qing
普鲁塔克,普魯塔克,15,pu lu ta ke
东方闻樱,東方聞櫻,15,dong fang wen ying
李玄,李玄,15,li xuan
浅野忠信,淺野忠信,15,qian ye zhong xin
杨颐,楊頤,15,yang yi
曾朴,曾樸,15,ceng pu
任玥,任玥,15,ren yue
尤良,尤良,15,you liang
武田信玄,武田信玄,15,wu tian xin xuan
施达,施達,15,shi da
周驰,周馳,15,zhou chi
章邯,章邯,15,zhang han
卢正雨,盧正雨,15,lu zheng yu
裴松之,裴松之,15,pei song zhi
杨致和,楊致和,15,yang zhi he
钟嵘,鍾嶸,15,zhong rong
王鏊,王鏊,15,wang ao
周真,周真,15,zhou zhen
谢国文,謝國文,15,xie guo wen
张广天,張廣天,15,zhang guang tian
张弥,張彌,15,zhang mi
朱云卿,朱雲卿,15,zhu yun qing
威帝,威帝,15,wei di
张剑荆,張劍荊,15,zhang jian jing
汉平帝,漢平帝,15,han ping di
于皓,於皓,15,yu hao
曾宝荪,曾寶蓀,15,ceng bao sun
王长喜,王長喜,15,wang zhang xi
丁原,丁原,15,ding yuan
肖利华,肖利華,15,xiao li hua
华西列夫斯基,華西列夫斯基,15,hua xi lie fu si ji
顾衡,顧衡,15,gu heng
夏宏,夏宏,15,xia hong
黛咪,黛咪,15,dai mi
李新芳,李新芳,15,li xin fang
袁耀,袁耀,15,yuan yao
张之江,張之江,15,zhang zhi jiang
郑勋,鄭勳,15,zheng xun
张寿荣,張壽榮,15,zhang shou rong
牛振华,牛振華,15,niu zhen hua
郑思肖,鄭思肖,15,zheng si xiao
蜷川实花,蜷川實花,15,quan chuan shi hua
蔡照明,蔡照明,15,cai zhao ming
延熹,延熹,15,yan xi
任汝芬,任汝芬,15,ren ru fen
科内鲁,科內魯,15,ke nei lu
郭大顺,郭大順,15,guo da shun
陈邦彦,陳邦彥,15,chen bang yan
吴芳吉,吳芳吉,15,wu fang ji
顾琳,顧琳,15,gu lin
吕王,呂王,15,lv wang
上户彩,上戶彩,15,shang hu cai
田中义一,田中義一,15,tian zhong yi yi
谌容,諶容,15,chen rong
甲斐,甲斐,15,jia fei
楚昭王,楚昭王,15,chu zhao wang
洛兵,洛兵,15,luo bing
朱少屏,朱少屏,15,zhu shao ping
金李,金李,15,jin li
金渊,金淵,15,jin yuan
代善,代善,15,dai shan
孙家鼐,孫家鼐,15,sun jia nai
贺铸,賀鑄,15,he zhu
胤禛,胤禛,15,yin zhen
纳尔班迪安,納爾班迪安,15,na er ban di an
周尚,周尚,15,zhou shang
香川照之,香川照之,15,xiang chuan zhao zhi
越影,越影,15,yue ying
马燕红,馬燕紅,15,ma yan hong
李宗扬,李宗揚,15,li zong yang
刘颂,劉頌,15,liu song
田昭武,田昭武,15,tian zhao wu
徐鼎,徐鼎,15,xu ding
谭雄,譚雄,15,tan xiong
曾璜,曾璜,15,ceng huang
赵冠芳,趙冠芳,15,zhao guan fang
董昭,董昭,15,dong zhao
张潜,張潛,15,zhang qian
基冈,基岡,15,ji gang
揆一,揆一,14,kui yi
张慎,張慎,14,zhang shen
蔡世远,蔡世遠,14,cai shi yuan
姚采颖,姚采穎,14,yao cai ying
大竹英雄,大竹英雄,14,da zhu ying xiong
束星北,束星北,14,shu xing bei
杨淇,楊淇,14,yang qi
郭策,郭策,14,guo ce
蔡琼,蔡瓊,14,cai qiong
高桥南,高橋南,14,gao qiao nan
亨曼,亨曼,14,heng man
伊基塔,伊基塔,14,yi ji ta
慕容博,慕容博,14,mu rong bo
叶长春,葉長春,14,ye chang chun
傅明宪,傅明憲,14,fu ming xian
胡珏,胡珏,14,hu jue
文沛然,文沛然,14,wen pei ran
宇文邕,宇文邕,14,yu wen yong
刘宝全,劉寶全,14,liu bao quan
周实,周實,14,zhou shi
陈后主,陳後主,14,chen hou zhu
谢震,謝震,14,xie zhen
范咸,範鹹,14,fan xian
康广仁,康廣仁,14,kang guang ren
齐襄公,齊襄公,14,qi xiang gong
程哲,程哲,14,cheng zhe
菊地凛子,菊地凜子,14,ju di lin zi
王季思,王季思,14,wang ji si
诸葛恪,諸葛恪,14,zhu ge ke
乔达,喬達,14,qiao da
飒露紫,颯露紫,14,sa lu zi
陆抗,陸抗,14,lu kang
元宗,元宗,14,yuan zong
冯开,馮開,14,feng kai
石敬瑭,石敬瑭,14,shi jing tang
常盘贵子,常盤貴子,14,chang pan gui zi
钱乙,錢乙,14,qian yi
蓝鼎元,藍鼎元,14,lan ding yuan
冯安邦,馮安邦,14,feng an bang
余程万,餘程萬,14,yu cheng wan
潘相,潘相,14,pan xiang
海陵王,海陵王,14,hai ling wang
左宝贵,左寶貴,14,zuo bao gui
文台,文臺,14,wen tai
尚书郎,尚書郎,14,shang shu lang
董维,董維,14,dong wei
黄祖,黃祖,14,huang zu
赵干,趙幹,14,zhao gan
李炳辰,李炳辰,14,li bing chen
钱芹,錢芹,14,qian qin
王艮,王艮,14,wang gen
郑桓公,鄭桓公,14,zheng huan gong
海德里希,海德里希,14,hai de li xi
喜多郎,喜多郎,14,xi duo lang
纪灵,紀靈,14,ji ling
闻捷,聞捷,14,wen jie
法藏,法藏,14,fa cang
汤圆成,湯圓成,14,tang yuan cheng
张庭伟,張庭偉,14,zhang ting wei
刘一斌,劉一斌,14,liu yi bin
陈之平,陳之平,14,chen zhi ping
李雨霏,李雨霏,14,li yu fei
孙虹钢,孫虹鋼,14,sun hong gang
苏六朋,蘇六朋,14,su liu peng
晋成帝,晉成帝,14,jin cheng di
永忠,永忠,14,yong zhong
杨石先,楊石先,14,yang shi xian
汪灏,汪灝,14,wang hao
小林光一,小林光一,14,xiao lin guang yi
陆徵祥,陸徵祥,14,lu zheng xiang
扎加洛,扎加洛,14,zha jia luo
马邑,馬邑,14,ma yi
高士奇,高士奇,14,gao shi qi
曾瑞,曾瑞,14,ceng rui
禹之鼎,禹之鼎,14,yu zhi ding
陈翰笙,陳翰笙,14,chen han sheng
程璧光,程璧光,14,cheng bi guang
杜春生,杜春生,14,du chun sheng
钱起,錢起,14,qian qi
共工,共工,14,gong gong
赵浩生,趙浩生,14,zhao hao sheng
岑科,岑科,14,cen ke
吴镜汀,吳鏡汀,14,wu jing ting
卜凤波,卜鳳波,14,bo feng bo
颜延之,顏延之,14,yan yan zhi
横川,橫川,14,heng chuan
褚民谊,褚民誼,14,chu min yi
喀什噶里,喀什噶裏,14,ka shi ga li
熊通,熊通,14,xiong tong
杨翰,楊翰,14,yang han
蔡建忠,蔡建忠,14,cai jian zhong
王一峰,王一峯,14,wang yi feng
依田纪基,依田紀基,14,yi tian ji ji
张弋,張弋,14,zhang yi
费宏,費宏,14,fei hong
高庆奎,高慶奎,14,gao qing kui
李续宾,李續賓,14,li xu bin
王桂元,王桂元,14,wang gui yuan
临晋,臨晉,14,lin jin
陈瑞球,陳瑞球,14,chen rui qiu
庄宗,莊宗,14,zhuang zong
陆容,陸容,14,lu rong
周灵王,周靈王,14,zhou ling wang
莉香,莉香,14,li xiang
坐山雕,坐山雕,14,zuo shan diao
梁寒操,梁寒操,14,liang han cao
周胤,周胤,14,zhou yin
陈枚,陳枚,14,chen mei
容华,容華,14,rong hua
刘合,劉合,14,liu he
贾鹏雷,賈鵬雷,14,jia peng lei
王乃征,王乃徵,14,wang nai zheng
天海佑希,天海佑希,14,tian hai you xi
陈范,陳範,14,chen fan
白圭,白圭,14,bai gui
丁夫人,丁夫人,14,ding fu ren
黄锦康,黃錦康,14,huang jin kang
宫泽理惠,宮澤理惠,14,gong ze li hui
地节,地節,14,di jie
苍井优,蒼井優,14,cang jing you
张文灿,張文燦,14,zhang wen can
钱崇澍,錢崇澍,14,qian chong shu
王子英,王子英,14,wang zi ying
高梦旦,高夢旦,14,gao meng dan
金问,金問,14,jin wen
杨深秀,楊深秀,14,yang shen xiu
萧长华,蕭長華,14,xiao zhang hua
庄妃,莊妃,14,zhuang fei
韩国钧,韓國鈞,14,han guo jun
庄蕴宽,莊蘊寬,14,zhuang yun kuan
王瞳,王瞳,14,wang tong
李慈铭,李慈銘,14,li ci ming
宋权,宋權,14,song quan
晋侯,晉侯,14,jin hou
金坡,金坡,14,jin po
王亚樵,王亞樵,14,wang ya qiao
周冕,周冕,14,zhou mian
孙志宏,孫志宏,14,sun zhi hong
陶谦,陶謙,14,tao qian
杨士海,楊士海,14,yang shi hai
百华,百華,14,bai hua
越王勾践,越王勾踐,14,yue wang gou jian
汪敬,汪敬,14,wang jing
文宣帝,文宣帝,14,wen xuan di
刘牢之,劉牢之,14,liu lao zhi
萧秋水,蕭秋水,14,xiao qiu shui
草剪刚,草剪剛,14,cao jian gang
林文俊,林文俊,14,lin wen jun
洪应明,洪應明,14,hong ying ming
许建阳,許建陽,14,xu jian yang
王祖光,王祖光,14,wang zu guang
刘广智,劉廣智,14,liu guang zhi
杨宏胜,楊宏勝,14,yang hong sheng
林直勉,林直勉,14,lin zhi mian
安岐,安岐,14,an qi
田垒,田壘,14,tian lei
姚文俊,姚文俊,14,yao wen jun
宝历,寶曆,14,bao li
别尔嘉耶夫,別爾嘉耶夫,14,bie er jia ye fu
林育英,林育英,13,lin yu ying
史东山,史東山,13,shi dong shan
郑珍,鄭珍,13,zheng zhen
许绍洋,許紹洋,13,xu shao yang
陆琳,陸琳,13,lu lin
千叶彻弥,千葉徹彌,13,qian ye che mi
白元,白元,13,bai yuan
田中裕子,田中裕子,13,tian zhong yu zi
李思训,李思訓,13,li si xun
包天笑,包天笑,13,bao tian xiao
周殿元,周殿元,13,zhou dian yuan
冯保,馮保,13,feng bao
朱缨,朱纓,13,zhu ying
周恕,周恕,13,zhou shu
成济,成濟,13,cheng ji
杜志华,杜志華,13,du zhi hua
韩世昌,韓世昌,13,han shi chang
张录,張錄,13,zhang lu
郭风,郭風,13,guo feng
彭伯,彭伯,13,peng bo
瓦瓦,瓦瓦,13,wa wa
高文秀,高文秀,13,gao wen xiu
刘知远,劉知遠,13,liu zhi yuan
赵智凤,趙智鳳,13,zhao zhi feng
钱唐,錢唐,13,qian tang
刘万春,劉萬春,13,liu wan chun
马克斯普朗克,馬克斯普朗克,13,ma ke si pu lang ke
赵充国,趙充國,13,zhao chong guo
刘懋,劉懋,13,liu mao
杨奇清,楊奇清,13,yang qi qing
金理,金理,13,jin li
裴斗娜,裴鬥娜,13,pei dou na
陈凤林,陳鳳林,13,chen feng lin
于渊,於淵,13,yu yuan
张颂文,張頌文,13,zhang song wen
王和顺,王和順,13,wang he shun
杨永年,楊永年,13,yang yong nian
左舜生,左舜生,13,zuo shun sheng
陈师道,陳師道,13,chen shi dao
毛志成,毛志成,13,mao zhi cheng
王锡爵,王錫爵,13,wang xi jue
克拉姆尼克,克拉姆尼克,13,ke la mu ni ke
曹丹丹,曹丹丹,13,cao dan dan
张历历,張歷歷,13,zhang li li
中宿,中宿,13,zhong su
邵达,邵達,13,shao da
孝静帝,孝靜帝,13,xiao jing di
庞义,龐義,13,pang yi
彭烈,彭烈,13,peng lie
陈文治,陳文治,13,chen wen zhi
朱鹤,朱鶴,13,zhu he
纪弦,紀弦,13,ji xian
周鲲,周鯤,13,zhou kun
胡春玲,胡春玲,13,hu chun ling
李颀,李頎,13,li qi
罗大春,羅大春,13,luo da chun
李青海,李青海,13,li qing hai
高鉴,高鑑,13,gao jian
王持,王持,13,wang chi
林韦君,林韋君,13,lin wei jun
范石生,範石生,13,fan shi sheng
韩起祥,韓起祥,13,han qi xiang
杜库雷,杜庫雷,13,du ku lei
钟志,鍾志,13,zhong zhi
严律南,嚴律南,13,yan lv nan
许尚,許尚,13,xu shang
周瑞生,周瑞生,13,zhou rui sheng
言菊朋,言菊朋,13,yan ju peng
才溢,才溢,13,cai yi
钱厚,錢厚,13,qian hou
何腾蛟,何騰蛟,13,he teng jiao
赵秉忠,趙秉忠,13,zhao bing zhong
沈畅,沈暢,13,shen chang
李品仙,李品仙,13,li pin xian
姚国辉,姚國輝,13,yao guo hui
朱威廉,朱威廉,13,zhu wei lian
李卜克内西,李卜克內西,13,li bu ke nei xi
库利克,庫利克,13,ku li ke
博明,博明,13,bo ming
赵昺,趙昺,13,zhao bing
周昭王,周昭王,13,zhou zhao wang
明穆宗,明穆宗,13,ming mu zong
陈司翰,陳司翰,13,chen si han
何翀,何翀,13,he chong
艾薇塔,艾薇塔,13,ai wei ta
方朝,方朝,13,fang chao
中井贵一,中井貴一,13,zhong jing gui yi
景王,景王,13,jing wang
句章,句章,13,ju zhang
苏舜钦,蘇舜欽,13,su shun qin
周启邦,周啓邦,13,zhou qi bang
格拉斯曼,格拉斯曼,13,ge la si man
戴叔伦,戴叔倫,13,dai shu lun
孙士毅,孫士毅,13,sun shi yi
叶洮,葉洮,13,ye tao
张秋人,張秋人,13,zhang qiu ren
刘震东,劉震東,13,liu zhen dong
宫崎寅藏,宮崎寅藏,13,gong qi yin cang
赵藩,趙藩,13,zhao fan
秦庄襄王,秦莊襄王,13,qin zhuang xiang wang
赵烈文,趙烈文,13,zhao lie wen
东平陵,東平陵,13,dong ping ling
李焘,李燾,13,li dao
虞人,虞人,13,yu ren
毛森,毛森,13,mao sen
舒尔金,舒爾金,13,shu er jin
紫式部,紫式部,13,zi shi bu
戴明说,戴明說,13,dai ming shuo
李汶,李汶,13,li wen
王揖唐,王揖唐,13,wang yi tang
杜芸,杜芸,13,du yun
张小爱,張小愛,13,zhang xiao ai
段光清,段光清,13,duan guang qing
李攀龙,李攀龍,13,li pan long
郑樵,鄭樵,13,zheng qiao
杭世骏,杭世駿,13,hang shi jun
周伦,周倫,13,zhou lun
孙奇逢,孫奇逢,13,sun qi feng
荆歌,荊歌,13,jing ge
弘一大师,弘一大師,13,hong yi da shi
萧耀南,蕭耀南,13,xiao yao nan
葭萌,葭萌,13,jia meng
襄陵,襄陵,13,xiang ling
马士英,馬士英,13,ma shi ying
崇宗,崇宗,13,chong zong
胡元倓,胡元倓,13,hu yuan tan
科里亚,科里亞,13,ke li ya
谢和弦,謝和絃,13,xie he xian
楚成王,楚成王,13,chu cheng wang
